Age_Group,Gender,Occupation,City_Tier,Income,Monthly_Spending,Monthly_Savings,Budget_Following,Spending_Category,Tracking_Frequency,Food_Order_Frequency,Impulse_Purchase,Subscriptions,Spending_Trigger,Post_Spending_Feeling,Purchase_Decision,Discount_Influence,Financial_Goal,Financial_Awareness,Discipline_Score,App_Usage,App_Drop_Reason,Preferred_Feature,Spending_Combination,Lifestyle,App_Interest
35-44,Female,Professional,Tier1,20000-50000,34797,4968,Yes,Shopping,Never,3-4/week,Sometimes,0,Emotional,Dont notice,Compare,Moderate,Managing expenses,Sometimes,5,No,None,Saving suggestions,Food+Shopping,Minimalist,Maybe
25-34,Male,Homemaker,Tier2,50000-100000,45452,17430,No,Entertainment,Never,3-4/week,Very often,2,Need-based,Neutral,Instant,Not at all,Saving,No,1,No,Not useful,Spending prediction,Subscriptions+Entertainment,Minimalist,Yes
18-24,Male,Student,Tier2,50000-100000,55085,17170,Yes,Travel,Daily,Rarely,Very often,0,Discounts,Dont notice,Plan,Not at all,Saving,Sometimes,4,No,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Minimalist,Yes
18-24,Male,Student,Tier1,Below 20000,8651,1558,Yes,Shopping,Weekly,Rarely,Sometimes,1,Need-based,Neutral,Instant,Not at all,Saving,No,2,No,None,Budget alerts,Shopping+Travel,Balanced,Yes
18-24,Male,Student,Tier3,Below 20000,14306,1946,Yes,Bills,Daily,Weekly,Never,3,Need-based,Dont notice,Plan,Not at all,Debt,Yes,3,Yes,Too manual,Expense tracking,Subscriptions+Entertainment,Minimalist,No
25-34,Male,Homemaker,Tier3,100000+,151226,39654,Yes,Bills,Daily,3-4/week,Never,1,Social,Dont notice,Plan,Moderate,Saving,Yes,5,Yes,Not useful,Spending prediction,Food+Shopping,Minimalist,Yes
45+,Female,Professional,Tier1,100000+,110616,11911,Yes,Entertainment,Weekly,3-4/week,Rarely,5,Need-based,Dont notice,Compare,Strongly,Managing expenses,No,1,Yes,None,Spending prediction,Food+Entertainment,Minimalist,Yes
35-44,Male,Student,Tier1,20000-50000,29703,5082,No,Food,Never,Daily,Very often,0,Need-based,Dont notice,Compare,Moderate,Debt,Sometimes,5,No,Not useful,Budget alerts,Shopping+Travel,Balanced,No
25-34,Male,Student,Tier2,100000+,105937,29977,Yes,Shopping,Daily,3-4/week,Never,1,Discounts,Guilty,Compare,Moderate,Debt,Yes,4,Yes,Time-consuming,Expense tracking,Subscriptions+Entertainment,Balanced,Maybe
18-24,Female,Homemaker,Tier3,20000-50000,22990,8766,No,Entertainment,Daily,3-4/week,Rarely,0,Need-based,Dont notice,Instant,Strongly,Debt,Yes,5,No,Time-consuming,Expense tracking,Food+Entertainment,Balanced,No
18-24,Female,Self-employed,Tier2,100000+,54240,10572,No,Food,Occasionally,Weekly,Rarely,2,Social,Dont notice,Plan,Not at all,Investing,No,5,Yes,Too manual,Spending prediction,Shopping+Travel,Minimalist,Yes
18-24,Female,Student,Tier3,Below 20000,16749,669,Yes,Food,Never,Daily,Very often,5,Need-based,Guilty,Instant,Moderate,Saving,Yes,2,Yes,Not useful,Budget alerts,Food+Shopping,Minimalist,Yes
18-24,Male,Student,Tier2,100000+,102647,30131,No,Bills,Never,Rarely,Rarely,2,Discounts,Neutral,Plan,Not at all,Debt,Sometimes,5,No,Not useful,Saving suggestions,Shopping+Travel,Balanced,Yes
35-44,Female,Homemaker,Tier2,50000-100000,31779,19905,No,Bills,Never,Rarely,Rarely,1,Discounts,Guilty,Instant,Strongly,Managing expenses,Sometimes,2,No,Not useful,Budget alerts,Shopping+Travel,Minimalist,Maybe
35-44,Male,Homemaker,Tier1,50000-100000,50357,5278,Yes,Entertainment,Weekly,Rarely,Rarely,4,Discounts,Neutral,Instant,Moderate,Debt,No,3,No,Not useful,Saving suggestions,Food+Entertainment,Balanced,Maybe
45+,Male,Homemaker,Tier3,20000-50000,28167,5350,No,Entertainment,Never,3-4/week,Never,5,Social,Dont notice,Instant,Not at all,Saving,Sometimes,1,Yes,Not useful,Expense tracking,Shopping+Travel,Minimalist,Maybe
35-44,Male,Professional,Tier1,20000-50000,28463,9706,Yes,Food,Occasionally,Weekly,Rarely,5,Social,Dont notice,Compare,Moderate,Investing,No,3,Yes,Not useful,Budget alerts,Subscriptions+Entertainment,Balanced,No
18-24,Female,Professional,Tier3,20000-50000,30073,7284,Yes,Entertainment,Never,3-4/week,Never,1,Need-based,Guilty,Plan,Moderate,Managing expenses,Yes,5,No,Too manual,Saving suggestions,Food+Entertainment,Luxury,Maybe
35-44,Male,Professional,Tier1,100000+,84478,27400,Yes,Bills,Occasionally,Rarely,Sometimes,0,Emotional,Neutral,Compare,Moderate,Saving,Sometimes,4,Yes,None,Saving suggestions,Shopping+Travel,Luxury,Maybe
25-34,Female,Student,Tier1,50000-100000,62192,9959,No,Shopping,Daily,Daily,Rarely,3,Discounts,Neutral,Compare,Not at all,Debt,Yes,4,Yes,Not useful,Expense tracking,Food+Shopping,Minimalist,Yes
18-24,Male,Student,Tier2,50000-100000,60680,15767,No,Entertainment,Daily,Daily,Sometimes,3,Emotional,Guilty,Compare,Strongly,Debt,Yes,2,Yes,Too manual,Spending prediction,Subscriptions+Entertainment,Minimalist,Maybe
45+,Male,Homemaker,Tier2,20000-50000,37746,3645,No,Food,Weekly,Daily,Sometimes,0,Social,Dont notice,Instant,Not at all,Managing expenses,No,3,No,Not useful,Budget alerts,Subscriptions+Entertainment,Luxury,Maybe
45+,Male,Student,Tier2,100000+,112745,15087,No,Travel,Daily,Rarely,Rarely,3,Emotional,Guilty,Instant,Strongly,Managing expenses,Sometimes,2,Yes,Time-consuming,Saving suggestions,Food+Entertainment,Minimalist,Yes
35-44,Female,Homemaker,Tier3,20000-50000,24497,2013,No,Travel,Daily,3-4/week,Sometimes,4,Discounts,Dont notice,Instant,Moderate,Saving,No,5,Yes,Too manual,Spending prediction,Food+Entertainment,Minimalist,No
35-44,Male,Professional,Tier3,20000-50000,23875,5999,No,Shopping,Occasionally,Daily,Very often,1,Discounts,Dont notice,Compare,Strongly,Debt,Sometimes,2,Yes,Not useful,Budget alerts,Shopping+Travel,Minimalist,Yes
25-34,Female,Self-employed,Tier2,20000-50000,21826,5401,Yes,Shopping,Weekly,Weekly,Sometimes,2,Discounts,Dont notice,Plan,Not at all,Managing expenses,Sometimes,5,Yes,Too manual,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
45+,Female,Self-employed,Tier3,Below 20000,11132,853,Yes,Travel,Never,3-4/week,Never,1,Need-based,Guilty,Plan,Strongly,Debt,Yes,5,Yes,Time-consuming,Spending prediction,Food+Entertainment,Luxury,Maybe
25-34,Male,Professional,Tier3,50000-100000,57314,10467,Yes,Travel,Occasionally,Weekly,Never,5,Emotional,Neutral,Compare,Not at all,Managing expenses,Sometimes,2,Yes,Not useful,Spending prediction,Subscriptions+Entertainment,Minimalist,Yes
25-34,Female,Homemaker,Tier3,50000-100000,63693,9224,Yes,Shopping,Never,Rarely,Never,0,Social,Neutral,Compare,Strongly,Saving,Sometimes,4,No,Too manual,Expense tracking,Shopping+Travel,Balanced,No
25-34,Female,Professional,Tier2,Below 20000,16473,180,No,Shopping,Never,Weekly,Never,5,Social,Neutral,Plan,Strongly,Managing expenses,Sometimes,3,No,Time-consuming,Spending prediction,Food+Shopping,Balanced,Yes
45+,Male,Homemaker,Tier2,100000+,102470,22961,No,Shopping,Occasionally,Rarely,Sometimes,0,Emotional,Neutral,Plan,Not at all,Debt,Sometimes,1,No,Not useful,Expense tracking,Food+Entertainment,Minimalist,Yes
25-34,Female,Professional,Tier3,20000-50000,35515,7725,No,Food,Daily,Rarely,Sometimes,2,Social,Guilty,Compare,Not at all,Investing,Sometimes,5,Yes,Too manual,Budget alerts,Food+Shopping,Luxury,Maybe
18-24,Male,Student,Tier3,100000+,116860,19095,Yes,Food,Daily,Rarely,Rarely,0,Discounts,Neutral,Plan,Moderate,Debt,Sometimes,3,No,None,Saving suggestions,Subscriptions+Entertainment,Balanced,Yes
35-44,Male,Student,Tier2,50000-100000,61325,11326,No,Bills,Daily,Daily,Never,0,Social,Dont notice,Compare,Strongly,Investing,Sometimes,1,Yes,None,Saving suggestions,Shopping+Travel,Luxury,Yes
25-34,Male,Professional,Tier1,50000-100000,41871,12271,No,Entertainment,Occasionally,Weekly,Never,3,Emotional,Dont notice,Instant,Not at all,Managing expenses,Yes,4,No,Time-consuming,Budget alerts,Food+Entertainment,Minimalist,No
25-34,Female,Self-employed,Tier3,50000-100000,63214,6871,Yes,Travel,Never,Weekly,Rarely,5,Need-based,Dont notice,Plan,Strongly,Managing expenses,No,5,No,Not useful,Budget alerts,Shopping+Travel,Luxury,Yes
45+,Male,Student,Tier1,50000-100000,39412,13997,Yes,Food,Weekly,Weekly,Sometimes,4,Need-based,Neutral,Compare,Strongly,Managing expenses,No,2,No,Too manual,Saving suggestions,Shopping+Travel,Balanced,Yes
18-24,Female,Student,Tier3,20000-50000,15630,9726,Yes,Food,Occasionally,Weekly,Never,3,Social,Dont notice,Plan,Not at all,Investing,Sometimes,2,Yes,Too manual,Spending prediction,Food+Shopping,Minimalist,No
45+,Female,Homemaker,Tier1,50000-100000,44111,6781,Yes,Food,Never,Weekly,Never,4,Emotional,Guilty,Instant,Not at all,Investing,Sometimes,1,No,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,Maybe
18-24,Female,Student,Tier1,20000-50000,31613,7143,Yes,Entertainment,Weekly,Rarely,Rarely,2,Social,Neutral,Instant,Moderate,Debt,Yes,4,Yes,Too manual,Expense tracking,Subscriptions+Entertainment,Minimalist,No
35-44,Female,Professional,Tier3,20000-50000,35166,2951,Yes,Bills,Daily,Daily,Sometimes,1,Social,Guilty,Instant,Moderate,Investing,No,3,Yes,Time-consuming,Budget alerts,Food+Entertainment,Minimalist,Yes
25-34,Male,Self-employed,Tier2,20000-50000,39685,4289,No,Shopping,Never,Daily,Never,5,Discounts,Neutral,Instant,Moderate,Saving,No,4,No,None,Saving suggestions,Shopping+Travel,Luxury,Yes
45+,Male,Professional,Tier2,50000-100000,60279,18318,Yes,Travel,Never,Weekly,Sometimes,5,Social,Guilty,Plan,Strongly,Managing expenses,Sometimes,1,Yes,Not useful,Expense tracking,Food+Entertainment,Luxury,Yes
25-34,Male,Professional,Tier3,50000-100000,35092,13080,Yes,Food,Never,Rarely,Never,4,Social,Dont notice,Compare,Not at all,Debt,No,1,Yes,Time-consuming,Budget alerts,Shopping+Travel,Minimalist,Maybe
18-24,Female,Student,Tier3,Below 20000,14136,148,Yes,Shopping,Never,Daily,Rarely,1,Need-based,Guilty,Plan,Not at all,Saving,Yes,3,Yes,None,Saving suggestions,Food+Shopping,Luxury,Maybe
25-34,Female,Homemaker,Tier1,50000-100000,40376,18248,Yes,Travel,Weekly,Weekly,Sometimes,1,Social,Neutral,Compare,Not at all,Managing expenses,No,4,No,None,Expense tracking,Subscriptions+Entertainment,Luxury,No
45+,Male,Self-employed,Tier1,100000+,117180,28163,No,Food,Occasionally,3-4/week,Sometimes,3,Need-based,Neutral,Plan,Not at all,Saving,Yes,2,Yes,None,Expense tracking,Food+Entertainment,Minimalist,Yes
35-44,Female,Self-employed,Tier1,100000+,66672,12091,No,Food,Never,3-4/week,Never,3,Social,Dont notice,Instant,Strongly,Debt,Sometimes,2,No,None,Saving suggestions,Food+Entertainment,Luxury,Yes
18-24,Male,Homemaker,Tier3,Below 20000,11963,2337,No,Bills,Weekly,Weekly,Never,4,Discounts,Guilty,Instant,Strongly,Debt,Sometimes,3,No,Too manual,Saving suggestions,Food+Shopping,Minimalist,Yes
18-24,Male,Student,Tier3,Below 20000,8665,1870,Yes,Travel,Weekly,3-4/week,Sometimes,2,Discounts,Guilty,Compare,Not at all,Managing expenses,Sometimes,5,Yes,Too manual,Saving suggestions,Food+Entertainment,Balanced,Yes
35-44,Female,Homemaker,Tier2,20000-50000,30721,9249,Yes,Food,Occasionally,3-4/week,Very often,1,Social,Dont notice,Compare,Moderate,Saving,No,3,Yes,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
35-44,Female,Student,Tier1,Below 20000,8765,383,Yes,Bills,Daily,Rarely,Rarely,4,Emotional,Dont notice,Compare,Moderate,Investing,Yes,2,Yes,Time-consuming,Spending prediction,Food+Entertainment,Balanced,No
18-24,Male,Self-employed,Tier2,20000-50000,33640,4721,No,Shopping,Never,Weekly,Rarely,4,Discounts,Neutral,Instant,Strongly,Managing expenses,Sometimes,4,Yes,Time-consuming,Budget alerts,Food+Shopping,Minimalist,No
45+,Female,Self-employed,Tier2,50000-100000,53854,19591,Yes,Travel,Never,3-4/week,Sometimes,5,Need-based,Guilty,Plan,Moderate,Debt,Sometimes,1,Yes,Too manual,Budget alerts,Subscriptions+Entertainment,Minimalist,Yes
25-34,Male,Student,Tier1,100000+,51904,26714,No,Shopping,Daily,3-4/week,Rarely,2,Emotional,Neutral,Compare,Strongly,Saving,Sometimes,2,No,None,Budget alerts,Food+Shopping,Balanced,Maybe
45+,Male,Professional,Tier2,100000+,103680,25756,Yes,Entertainment,Occasionally,3-4/week,Sometimes,2,Discounts,Neutral,Instant,Not at all,Investing,Yes,4,Yes,Time-consuming,Budget alerts,Food+Shopping,Balanced,Yes
35-44,Male,Homemaker,Tier3,20000-50000,15319,8410,No,Food,Never,Daily,Sometimes,1,Need-based,Neutral,Plan,Moderate,Investing,No,3,Yes,None,Budget alerts,Food+Shopping,Minimalist,Yes
35-44,Male,Student,Tier1,20000-50000,39700,8912,Yes,Travel,Never,3-4/week,Rarely,5,Need-based,Dont notice,Instant,Not at all,Debt,Sometimes,4,No,Not useful,Budget alerts,Food+Entertainment,Minimalist,Yes
18-24,Male,Self-employed,Tier2,20000-50000,16646,4225,Yes,Food,Weekly,Rarely,Never,2,Emotional,Guilty,Instant,Moderate,Debt,Sometimes,1,Yes,Not useful,Budget alerts,Shopping+Travel,Balanced,Yes
35-44,Female,Student,Tier2,Below 20000,8633,586,Yes,Bills,Daily,Daily,Never,1,Emotional,Guilty,Instant,Moderate,Saving,Sometimes,2,Yes,Too manual,Saving suggestions,Food+Shopping,Minimalist,No
25-34,Male,Homemaker,Tier2,50000-100000,129822,14272,Yes,Shopping,Weekly,Daily,Never,1,Need-based,Guilty,Compare,Strongly,Investing,No,1,No,Not useful,Saving suggestions,Food+Entertainment,Balanced,Yes
18-24,Male,Homemaker,Tier1,20000-50000,30993,7035,No,Bills,Daily,Weekly,Never,1,Emotional,Dont notice,Instant,Not at all,Saving,Yes,1,Yes,Time-consuming,Spending prediction,Food+Shopping,Balanced,Maybe
35-44,Female,Self-employed,Tier2,Below 20000,9128,2370,Yes,Shopping,Weekly,Rarely,Rarely,0,Social,Neutral,Plan,Not at all,Debt,Sometimes,5,No,None,Budget alerts,Food+Shopping,Balanced,Yes
35-44,Female,Self-employed,Tier3,20000-50000,39200,2611,No,Entertainment,Daily,Rarely,Rarely,1,Social,Neutral,Plan,Moderate,Saving,Yes,3,No,Time-consuming,Spending prediction,Food+Entertainment,Luxury,Maybe
45+,Male,Self-employed,Tier1,50000-100000,58498,17786,No,Shopping,Occasionally,Rarely,Never,3,Discounts,Guilty,Plan,Moderate,Managing expenses,Sometimes,2,Yes,None,Saving suggestions,Food+Shopping,Luxury,No
45+,Female,Student,Tier2,50000-100000,46353,6259,No,Food,Never,Daily,Rarely,5,Emotional,Guilty,Plan,Moderate,Saving,Yes,5,No,Not useful,Budget alerts,Shopping+Travel,Minimalist,Yes
18-24,Male,Student,Tier2,Below 20000,33114,551,Yes,Shopping,Never,Daily,Very often,3,Emotional,Dont notice,Compare,Strongly,Investing,No,4,No,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Balanced,Yes
35-44,Male,Professional,Tier2,100000+,63379,27149,Yes,Bills,Daily,Weekly,Rarely,0,Discounts,Neutral,Instant,Not at all,Managing expenses,Sometimes,3,Yes,None,Spending prediction,Shopping+Travel,Minimalist,Maybe
45+,Male,Homemaker,Tier2,50000-100000,47438,10372,No,Bills,Weekly,Weekly,Rarely,2,Discounts,Guilty,Plan,Moderate,Investing,Yes,3,Yes,None,Spending prediction,Food+Shopping,Minimalist,No
35-44,Female,Professional,Tier1,100000+,113202,20579,No,Food,Occasionally,3-4/week,Rarely,0,Social,Guilty,Compare,Not at all,Investing,Sometimes,5,No,Time-consuming,Budget alerts,Subscriptions+Entertainment,Minimalist,Maybe
18-24,Male,Student,Tier1,100000+,91275,30029,Yes,Shopping,Never,Daily,Sometimes,2,Need-based,Dont notice,Instant,Not at all,Debt,Yes,5,No,Time-consuming,Spending prediction,Food+Entertainment,Minimalist,No
25-34,Female,Homemaker,Tier1,20000-50000,35047,5887,Yes,Bills,Daily,3-4/week,Never,5,Need-based,Guilty,Instant,Not at all,Investing,No,3,Yes,None,Saving suggestions,Food+Entertainment,Minimalist,No
25-34,Female,Homemaker,Tier1,100000+,87001,31289,No,Food,Daily,Weekly,Very often,4,Emotional,Neutral,Instant,Strongly,Investing,Sometimes,5,Yes,Too manual,Budget alerts,Food+Shopping,Balanced,Yes
45+,Male,Professional,Tier1,20000-50000,15348,9560,Yes,Travel,Never,Rarely,Never,2,Social,Guilty,Plan,Not at all,Investing,Sometimes,4,No,None,Expense tracking,Food+Shopping,Minimalist,No
25-34,Female,Professional,Tier3,50000-100000,66040,19478,Yes,Travel,Weekly,Daily,Never,5,Social,Neutral,Instant,Strongly,Managing expenses,Sometimes,4,No,Not useful,Expense tracking,Shopping+Travel,Balanced,Maybe
45+,Male,Professional,Tier3,50000-100000,59315,10722,Yes,Shopping,Never,3-4/week,Very often,3,Discounts,Guilty,Plan,Moderate,Managing expenses,Yes,5,No,Too manual,Spending prediction,Food+Shopping,Luxury,Maybe
35-44,Male,Homemaker,Tier1,100000+,66194,15030,No,Food,Daily,Daily,Rarely,0,Need-based,Neutral,Compare,Not at all,Debt,Yes,2,No,Too manual,Budget alerts,Subscriptions+Entertainment,Balanced,Maybe
35-44,Male,Professional,Tier3,50000-100000,104698,5654,Yes,Food,Daily,Daily,Very often,2,Need-based,Dont notice,Instant,Moderate,Investing,Sometimes,1,Yes,Not useful,Saving suggestions,Food+Shopping,Luxury,Yes
35-44,Male,Student,Tier1,50000-100000,67376,15343,No,Entertainment,Weekly,Rarely,Very often,5,Need-based,Neutral,Plan,Strongly,Saving,No,5,Yes,Time-consuming,Budget alerts,Shopping+Travel,Minimalist,Maybe
35-44,Female,Self-employed,Tier2,Below 20000,17704,2520,Yes,Food,Occasionally,Rarely,Rarely,4,Discounts,Neutral,Plan,Strongly,Investing,No,4,Yes,Time-consuming,Expense tracking,Food+Entertainment,Luxury,Maybe
35-44,Female,Student,Tier2,100000+,88674,18591,Yes,Entertainment,Occasionally,Rarely,Sometimes,1,Discounts,Neutral,Compare,Not at all,Managing expenses,Sometimes,4,No,Too manual,Budget alerts,Subscriptions+Entertainment,Luxury,No
25-34,Male,Homemaker,Tier3,Below 20000,15444,1601,Yes,Entertainment,Daily,Rarely,Very often,0,Emotional,Dont notice,Instant,Strongly,Investing,No,1,Yes,None,Budget alerts,Shopping+Travel,Balanced,Yes
25-34,Female,Professional,Tier1,50000-100000,60994,16172,Yes,Travel,Daily,Daily,Never,3,Need-based,Neutral,Plan,Strongly,Debt,Yes,1,No,Too manual,Budget alerts,Food+Entertainment,Luxury,Yes
45+,Male,Professional,Tier2,Below 20000,11848,757,Yes,Entertainment,Never,Weekly,Rarely,4,Emotional,Guilty,Compare,Not at all,Saving,Yes,1,No,Not useful,Expense tracking,Shopping+Travel,Luxury,Maybe
45+,Male,Homemaker,Tier2,Below 20000,14819,415,No,Entertainment,Occasionally,Daily,Rarely,1,Discounts,Neutral,Instant,Not at all,Managing expenses,Sometimes,4,Yes,Not useful,Saving suggestions,Subscriptions+Entertainment,Balanced,Maybe
35-44,Male,Professional,Tier1,50000-100000,65290,17211,No,Bills,Never,Rarely,Rarely,0,Emotional,Guilty,Plan,Moderate,Managing expenses,No,2,Yes,Too manual,Expense tracking,Shopping+Travel,Luxury,Maybe
35-44,Female,Homemaker,Tier3,Below 20000,8242,2387,No,Food,Daily,Daily,Rarely,2,Emotional,Neutral,Plan,Strongly,Debt,Sometimes,4,No,Time-consuming,Spending prediction,Shopping+Travel,Luxury,No
35-44,Female,Homemaker,Tier3,Below 20000,15664,210,No,Food,Daily,Daily,Very often,1,Need-based,Neutral,Plan,Strongly,Debt,Yes,1,Yes,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,Yes
35-44,Female,Professional,Tier1,100000+,107560,38745,Yes,Shopping,Never,Rarely,Rarely,2,Social,Dont notice,Compare,Not at all,Debt,Yes,1,No,Too manual,Expense tracking,Food+Shopping,Minimalist,No
45+,Female,Student,Tier2,Below 20000,15541,229,No,Food,Never,Weekly,Very often,3,Need-based,Dont notice,Plan,Moderate,Investing,No,1,Yes,Not useful,Spending prediction,Subscriptions+Entertainment,Balanced,Yes
18-24,Female,Homemaker,Tier2,Below 20000,17184,2195,No,Travel,Daily,Rarely,Rarely,0,Need-based,Dont notice,Compare,Moderate,Saving,Yes,3,Yes,Time-consuming,Budget alerts,Subscriptions+Entertainment,Luxury,Yes
25-34,Female,Self-employed,Tier3,Below 20000,9882,2818,No,Bills,Never,3-4/week,Never,3,Discounts,Dont notice,Compare,Not at all,Investing,Yes,3,Yes,Too manual,Budget alerts,Subscriptions+Entertainment,Minimalist,Maybe
25-34,Male,Professional,Tier1,20000-50000,16961,7933,Yes,Travel,Never,Rarely,Sometimes,2,Need-based,Guilty,Instant,Strongly,Debt,Sometimes,2,Yes,Time-consuming,Spending prediction,Food+Shopping,Luxury,Yes
35-44,Female,Student,Tier2,Below 20000,12891,1738,Yes,Food,Occasionally,Rarely,Rarely,5,Discounts,Neutral,Instant,Moderate,Saving,Sometimes,3,Yes,Not useful,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
18-24,Female,Student,Tier1,20000-50000,35814,9637,Yes,Shopping,Occasionally,Daily,Rarely,3,Discounts,Guilty,Instant,Not at all,Investing,No,1,No,Time-consuming,Expense tracking,Food+Entertainment,Luxury,No
18-24,Male,Student,Tier3,20000-50000,21805,5027,Yes,Bills,Occasionally,3-4/week,Sometimes,1,Social,Guilty,Instant,Not at all,Debt,No,1,No,None,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
25-34,Female,Self-employed,Tier1,Below 20000,17616,1478,Yes,Travel,Never,Rarely,Sometimes,2,Social,Neutral,Plan,Moderate,Debt,No,1,No,Time-consuming,Budget alerts,Subscriptions+Entertainment,Balanced,Yes
25-34,Female,Professional,Tier2,100000+,77068,16963,No,Food,Never,Weekly,Sometimes,0,Discounts,Neutral,Instant,Strongly,Managing expenses,No,5,No,Not useful,Expense tracking,Shopping+Travel,Luxury,Maybe
45+,Male,Homemaker,Tier3,100000+,72411,29692,Yes,Travel,Occasionally,Weekly,Very often,3,Social,Dont notice,Compare,Strongly,Saving,Sometimes,2,Yes,Not useful,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
45+,Male,Student,Tier3,100000+,87228,32009,No,Entertainment,Never,Daily,Very often,3,Discounts,Neutral,Instant,Moderate,Managing expenses,Yes,1,No,Time-consuming,Expense tracking,Shopping+Travel,Minimalist,Maybe
